Sorachi Ace,4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,Special roast,Westmalle Trappist Tripel,Light Lager,2.9%,15.3°Blg,Kirin,19 IBU
Bitter Gold,6685.000000,2042 - Danish Lager,8.5%,Rolling Rock,40 IBU,Caramel,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,6.1°Blg
6.8%,6.8°Blg,100 IBU,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,Tahoma,5925.000000,Belgian Strong Ale
Sorachi Ace,19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,15.3°Blg,4551.000000,1318 - London Ale III,2.9%
Rolling Rock,Bitter Gold,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6.1°Blg,Caramel,Dark Lager,2042 - Danish Lager,40 IBU,6685.000000
Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,Paulaner,Tahoma,100 IBU,5925.000000,Carapils,6.8°Blg,Belgian Strong Ale,1056 - American Ale
1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,19 IBU,4551.000000,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Special roast,Westmalle Trappist Tripel
6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6685.000000,Dark Lager,2042 - Danish Lager
Tahoma,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Alpha King Pale Ale,Belgian Strong Ale,100 IBU,5925.000000,Carapils
434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,Sorachi Ace,Light Lager,Kirin,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,2.9%,15.3°Blg
8.5%,Bitter Gold,6685.000000,Caramel,6.1°Blg,Rolling Rock,40 IBU,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
1056 - American Ale,Paulaner,100 IBU,Belgian Strong Ale,5925.000000,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,Tahoma
1318 - London Ale III,15.3°Blg,Kirin,19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Sorachi Ace,4551.000000
3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,Rolling Rock,6685.000000,Caramel,Dark Lager,6.1°Blg,Bitter Gold,40 IBU,Kirin Inchiban,2042 - Danish Lager
100 IBU,Alpha King Pale Ale,1056 - American Ale,Paulaner,Tahoma,5925.000000,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg
1318 - London Ale III,2.9%,Kirin,19 IBU,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,15.3°Blg,Sorachi Ace,4551.000000,Special roast
5925.000000,Carapils,6.8°Blg,Paulaner,Tahoma,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%
8.5%,Bitter Gold,Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,Rolling Rock,40 IBU,6685.000000,Kirin Inchiban
4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,Special roast,Westmalle Trappist Tripel,Light Lager,2.9%,15.3°Blg,Kirin,Sorachi Ace,19 IBU
Rolling Rock,Bitter Gold,Dark Lager,6.1°Blg,40 IBU,6685.000000,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%
Alpha King Pale Ale,Belgian Strong Ale,6.8%,6.8°Blg,Paulaner,100 IBU,Carapils,Tahoma,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
Kirin,4551.000000,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Sorachi Ace,19 IBU,Westmalle Trappist Tripel,Light Lager,2.9%
Caramel,Kirin Inchiban,Dark Lager,8.5%,Rolling Rock,Bitter Gold,40 IBU,6685.000005925.000000,Alpha King Pale Ale,Belgian Strong Ale,6.8%,6.8°Blg,Paulaner,Tahoma,100 IBU,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
Kirin,Sorachi Ace,19 IBU,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,15.3°Blg,1318 - London Ale III,4551.000000,Special roast
6.1°Blg,Bitter Gold,40 IBU,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6685.000000,Kirin Inchiban,Dark Lager,2042 - Danish Lager,Rolling Rock
Tahoma,100 IBU,5925.000000,1056 - American Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,Paulaner,Carapils,Alpha King Pale Ale
Westmalle Trappist Tripel,Light Lager,1318 - London Ale III,2.9%,19 IBU,4551.000000,Special roast,15.3°Blg,Kirin,Sorachi Ace,434e1596-f627-4f4f-926c-5993fea25d58
Dark Lager,8.5%,Rolling Rock,Bitter Gold,40 IBU,6685.000000,Caramel,Kirin Inchiban,6.1°Blg,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
Paulaner,Tahoma,100 IBU,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,5925.000000,Carapils,Alpha King Pale Ale
15.3°Blg,Sorachi Ace,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Kirin,19 IBU,4551.000000,Light Lager,1318 - London Ale III
Rolling Rock,Bitter Gold,Kirin Inchiban,8.5%,40 IBU,6685.000000,Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg
Paulaner,100 IBU,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Tahoma,5925.000000,Carapils,Belgian Strong Ale
4551.000000,1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%
6.1°Blg,Bitter Gold,40 IBU,6685.000000,Dark Lager,2042 - Danish Lager,8.5%,Rolling Rock,Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732
100 IBU,Carapils,Alpha King Pale Ale,1056 - American Ale,6.8%,6.8°Blg,5925.000000,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,Tahoma
2.9%,15.3°Blg,4551.000000,Special roast,Westmalle Trappist Tripel,Light Lager,Kirin,Sorachi Ace,19 IBU,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III
8.5%,6.1°Blg,3c701fa7-00e4-4240-ae07-378d79f5b732,Caramel,Kirin Inchiban,Dark Lager,2042 - Danish Lager,Rolling Rock,Bitter Gold,40 IBU,6685.000000
6.8°Blg,Paulaner,Tahoma,Alpha King Pale Ale,Belgian Strong Ale,6.8%,100 IBU,5925.000000,Carapils,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
15.3°Blg,Kirin,Sorachi Ace,4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager
Rolling Rock,Bitter Gold,40 IBU,6685.000000,Caramel,2042 - Danish Lager,8.5%,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,6.1°Blg
6.8%,Paulaner,100 IBU,5925.000000,Alpha King Pale Ale,6.8°Blg,Tahoma,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
4551.000000,Special roast,Light Lager,Kirin,Sorachi Ace,19 IBU,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,Westmalle Trappist Tripel
40 IBU,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,Rolling Rock,Bitter Gold,Kirin Inchiban,8.5%,6685.000000,Caramel
Tahoma,Carapils,Alpha King Pale Ale,Belgian Strong Ale,6.8%,6.8°Blg,Paulaner,1056 - American Ale,100 IBU,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,19 IBU,Light Lager,Kirin,Sorachi Ace,Special roast
6.1°Blg,40 IBU,6685.000000,Caramel,Kirin Inchiban,8.5%,Bitter Gold,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Rolling Rock
Carapils,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,5925.000000,6.8°Blg,Paulaner,Tahoma,100 IBU,6.8%
19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager,Kirin,Sorachi Ace,4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg
Rolling Rock,6685.000000,Kirin Inchiban,Dark Lager,2042 - Danish Lager,8.5%,6.1°Blg,Bitter Gold,40 IBU,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732
Belgian Strong Ale,6.8%,6.8°Blg,Tahoma,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,100 IBU,5925.000000,Carapils
19 IBU,4551.000000,Special roast,1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Westmalle Trappist Tripel,Light Lager
2042 - Danish Lager,6685.000000,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,Bitter Gold,40 IBU,Caramel,Kirin Inchiban,8.5%,6.1°Blg,Rolling Rock
1056 - American Ale,6.8°Blg,Paulaner,5925.000000,Carapils,Belgian Strong Ale,6.8%,Tahoma,100 IBU,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
Kirin,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,19 IBU,Special roast,Light Lager,1318 - London Ale III,15.3°Blg
40 IBU,6685.000000,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,Bitter Gold,Kirin Inchiban,Dark Lager
6.8%,6.8°Blg,5925.000000,Carapils,1056 - American Ale,Paulaner,Tahoma,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
Sorachi Ace,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,Kirin,15.3°Blg,19 IBU,4551.000000,Light Lager,2.9%
3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Rolling Rock,40 IBU,Dark Lager,6685.000000,Caramel,Kirin Inchiban,8.5%,6.1°Blg,Bitter Gold
6.8%,6.8°Blg,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,Tahoma,5925.000000,Carapils
15.3°Blg,Kirin,Sorachi Ace,Westmalle Trappist Tripel,2.9%,19 IBU,4551.000000,Special roast,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III
Caramel,Kirin Inchiban,2042 - Danish Lager,8.5%,6.1°Blg,Bitter Gold,40 IBU,6685.000000,Rolling Rock,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732
Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,5925.000000,Carapils,Paulaner,Tahoma,100 IBU,Belgian Strong Ale
434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,Light Lager,2.9%,19 IBU,Special roast
Kirin Inchiban,Rolling Rock,40 IBU,6685.000000,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Bitter Gold,Dark Lager
Carapils,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,100 IBU,5925.000000,Paulaner,Tahoma,1056 - American Ale
Kirin,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Sorachi Ace,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,2.9%
Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,Rolling Rock,Caramel,6685.000000,Dark Lager,2042 - Danish Lager,6.1°Blg,Bitter Gold,40 IBU
Paulaner,100 IBU,Carapils,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Tahoma,5925.000000
434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,19 IBU,Special roast,Westmalle Trappist Tripel,Light Lager,Kirin,Sorachi Ace,4551.000000
Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6.1°Blg,Rolling Rock,6685.000000,Bitter Gold,40 IBU,Kirin Inchiban,2042 - Danish Lager
Paulaner,100 IBU,5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,6.8%,6.8°Blg,Tahoma,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
15.3°Blg,Kirin,4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,19 IBU,Special roast,Light Lager,1318 - London Ale III,Sorachi Ace
6.1°Blg,Rolling Rock,Caramel,Kirin Inchiban,2042 - Danish Lager,8.5%,40 IBU,6685.000000,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,Bitter Gold
100 IBU,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Carapils,Alpha King Pale Ale,Belgian Strong Ale,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma
Kirin,Sorachi Ace,Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,15.3°Blg,Special roast,1318 - London Ale III,19 IBU,4551.000000
Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,6685.000000,8.5%,Kirin Inchiban,Dark Lager
6.8°Blg,5925.000000,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,Paulaner,Tahoma,100 IBU,Belgian Strong Ale
19 IBU,Special roast,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,15.3°Blg,Sorachi Ace,1318 - London Ale III,Kirin,4551.000000,Westmalle Trappist Tripel
Bitter Gold,40 IBU,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,6685.000000,Caramel
Paulaner,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Tahoma,100 IBU,Carapils,Alpha King Pale Ale,Belgian Strong Ale
Westmalle Trappist Tripel,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,15.3°Blg,Sorachi Ace,Special roast,Kirin,19 IBU,4551.000000
8.5%,Rolling Rock,40 IBU,2042 - Danish Lager,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,6.1°Blg,Bitter Gold,6685.000000,Caramel,Kirin Inchiban
Paulaner,100 IBU,5925.000000,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,Tahoma,Alpha King Pale Ale,1056 - American Ale
15.3°Blg,Kirin,Sorachi Ace,19 IBU,Special roast,Westmalle Trappist Tripel,2.9%,4551.000000,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III
6.1°Blg,Bitter Gold,40 IBU,6685.000000,Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,Rolling Rock,Kirin Inchiban
Carapils,1056 - American Ale,6.8%,Paulaner,5925.000000,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8°Blg,Tahoma,100 IBU
Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,Bitter Goldon Ale III,2.9%,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,15.3°Blg,Kirin,Sorachi Ace
ager,3c701f,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,Dark Lager,40 IBU,6685.000000,Caramel
Belgian Strong Ale,6.8%,6.8°Blg,Paulaner,Tahoma,Carapils,100 IBU,5925.000000,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale
Light Lager,15.3°Blg,Special roast,Sorachi Ace,19 IBU,4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Kirin
8.5%,6.1°Blg,Rolling Rock,Bitter Gold,40 IBU,Caramel,Dark Lager,6685.000000,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
5925.000000,Carapils,Alpha King Pale Ale,Belgian Strong Ale,100 IBU,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma
2.9%,Sorachi Ace,19 IBU,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,Kirin,4551.000000,Westmalle Trappist Tripel,Light Lager
Caramel,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,Bitter Gold,6685.000000,Rolling Rock,40 IBU,Dark Lager,8.5%,6.1°Blg
5925.000000,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8°Blg,Tahoma,100 IBU,1056 - American Ale,6.8%,Paulaner,Carapils
Rolling Rock,15.3°BCaramelir,4551.000000,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Kirin,Sorachi Ace,19 IBU,Special roast,Westmalle Trappist Tripel,1318 - London Ale III
n,2042 ,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,Bitter Gold,6685.000000,2042 - Danish Lager,6.1°Blg
6.8%,5925.000000,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Belgian Strong Ale,6.8°Blg,Paulaner,Tahoma,100 IBU,Carapils,Alpha King Pale Ale
2.9%,Kirin,Sorachi Ace,19 IBU,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,15.3°Blg,4551.000000,Special roast,Light Lager
Bitter Gold,40 IBU,Caramel,Dark Lager,8.5%,6.1°Blg,Rolling Rock,6685.000000,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
Tahoma,100 IBU,Alpha King Pale Ale,6.8%,6.8°Blg,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,Paulaner,5925.000000
19 IBU,Special roast,Light Lager,15.3°Blg,Kirin,Sorachi Ace,4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%
6.1°Blg,Caramel,Kirin Inchiban,Dark Lager,2042 - Danish Lager,8.5%,Bitter Gold,40 IBU,6685.000000,3c701fa7-00e4-4240-ae07-378d79f5b732,Rolling Rock
6.8%,6.8°Blg,Paulaner,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,100 IBU,Belgian Strong Ale,1056 - American Ale
4551.000000,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,Sorachi Ace,19 IBU,Special roast,Westmalle Trappist Tripel,1318 - London Ale III,2.9%,15.3°Blg
Rolling Rock,40 IBU,6685.000000,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,Bitter Gold,Caramel,6.1°Blg
Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg,Paulaner,100 IBU,5925.000000,6.8%,Tahoma,Alpha King Pale Ale
1318 - London Ale III,15.3°Blg,Kirin,Sorachi Ace,19 IBU,4551.000000,Special roast,Westmalle Trappist Tripel,2.9%,434e1596-f627-4f4f-926c-5993fea25d58,Light Lager
Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,6685.000000,Caramel,Kirin Inchiban,8.5%,Rolling Rock,Bitter Gold,40 IBU
100 IBU,5925.000000,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,6.8°Blg,Paulaner,Tahoma,Carapils,Alpha King Pale Ale
1318 - London Ale III,2.9%,15.3°Blg,Westmalle Trappist Tripel,Light Lager,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,Sorachi Ace,19 IBU,4551.000000
8.5%,Rolling Rock,40 IBU,Caramel,Dark Lager,6.1°Blg,Bitter Gold,6685.000000,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager
1056 - American Ale,6.8%,6.8°Blg,5925.000000,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Paulaner,Tahoma,100 IBU,Alpha King Pale Ale
2.9%,15.3°Blg,Sorachi Ace,19 IBU,Light Lager,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,Kirin,4551.000000,Special roast,Westmalle Trappist Tripel
Caramel,Kirin Inchiban,Dark Lager,2042 - Danish Lager,6.1°Blg,Rolling Rock,40 IBU,6685.000000,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,Bitter Gold
5925.000000,Alpha King Pale Ale,6.8%,Paulaner,Tahoma,100 IBU,Carapils,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg
15.3°Blg,Kirin,Sorachi Ace,Special roast,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,19 IBU,4551.000000,Light Lager
Caramel,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,8.5%,6.1°Blg,Rolling Rock,40 IBU,Bitter Gold,6685.000000,Kirin Inchiban,2042 - Danish Lager
5925.000000,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,6.8%,6.8°Blg,100 IBU,Alpha King Pale Ale,1056 - American Ale,Paulaner,Tahoma,Carapils
4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,15.3°Blg,Sorachi Ace40 IBU,3c701fa7-00e4-4240-ae07-378d79f5b7322,19 IBUitter Gold,6685.000000,Caramel,Kirin Inchiban,Dark Lager,2042 - Danish Lager,6.1°Blg,Rolling Rock
g Pale,Special roast,Westmalle Trappist Tripel,Light Lager,1318 - London Ale III,2.9%
Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Tahoma,Carapils,Paulaner,100 IBU,5925.000000,Belgian Strong Ale,1056 - American Ale,6.8%,6.8°Blg
15.3°Blg,Kirin,Westmalle Trappist Tripel,Light Lager,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Sorachi Ace,19 IBU,4551.000000
Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg,Rolling Rock,6685.000000,Caramel,8.5%,Bitter Gold,40 IBU,Dark Lager
Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg,Paulaner,Carapils,5925.000000,Belgian Strong Ale,6.8%,Tahoma,100 IBU
15.3°Blg,Sorachi Ace,19 IBU,Special roast,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,4551.000000,Westmalle Trappist Tripel,Light Lager,1318 - London Ale III,Kirin
2042 - Danish Lager,Bitter Gold,40 IBU,Kirin Inchiban,3c701fa7-00e4-4240-ae07-378d79f5b732,Caramel,Dark Lager,8.5%,6.1°Blg,Rolling Rock,6685.000000
Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,Tahoma,100 IBU,Carapils,Alpha King Pale Ale,1056 - American Ale,6.8%,6.8°Blg,Paulaner,5925.000000
15.3°Blg,4551.000000,Westmalle Trappist Tripel,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Sorachi Ace,19 IBU,Special roast,Light Lager,1318 - London Ale III,Kirin
Bitter Gold,40 IBU,6685.000000,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,6.1°Blg,Rolling Rock,Kirin Inchiban,Dark Lager
6.8°Blg,100 IBU,5925.000000,Carapils,Belgian Strong Ale,1056 - American Ale,6.8%,Paulaner,Tahoma,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf
Special roast,1318 - London Ale III,15.3°Blg,Kirin,19 IBU,4551.000000,434e1596-f627-4f4f-926c-5993fea25d58,2.9%,Sorachi Ace,Westmalle Trappist Tripel,Light Lager
Rolling Rock,Bitter Gold,Caramel,8.5%,40 IBU,6685.000000,Kirin Inchiban,Dark Lager,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,6.1°Blg
6.8°Blg,Tahoma,100 IBU,Alpha King Pale Ale,Belgian Strong Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8%,5925.000000,Carapils,Paulaner
Special roast,434e1596-f627-4f4f-926c-5993fea25d58,1318 - London Ale III,2.9%,Sorachi Ace,19 IBU,4551.000000,15.3°Blg,Kirin,Westmalle Trappist Tripel,Light Lager
40 IBU,6685.000000,Kirin Inchiban,Dark Lager,6.1°Blg,Bitter Gold,Caramel,3c701fa7-00e4-4240-ae07-378d79f5b732,2042 - Danish Lager,8.5%,Rolling Rock
Belgian Strong Ale,6.8%,Tahoma,5925.000000,Carapils,Alpha King Pale Ale,d5cc21fd-fee2-4b2d-9a91-8128399a3fcf,1056 - American Ale,6.8°Blg,Paulaner,100 IBU
Special roast,Westmalle Trappist Tripel,Light Lager,1318 - London Ale III,2.9%,15.3°Blg,Sorachi Ace,434e1596-f627-4f4f-926c-5993fea25d58,Kirin,19 IBU,4551.000000
